id,book,page,figure,figure_title,dcode,description,part_no,qty,model,remarks,fits,fits_why
BI-057-09,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,RED,10,,,,unclear,'82; high back vs non high back unknown
BI-057-10,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,BROWN,70,,,,unclear,'82; high back vs non high back unknown
BI-057-11,BI,57,5700A-2,SEATS ('81 & '82) MODELS,88 117,"SCREW, KNUCKLE",1243-88-117,2,(USE W/ KNUCKLE COVER),,unclear,knuckle cover fitment unknown
BI-057-12,BI,57,5700A-2,SEATS ('81 & '82) MODELS,88 120A,"FRAME & PAD (R), CUSHION",FA02-88-120,1,(FOR NON HIGH BACK TYPE),,unclear,high back vs non high back unknown
BI-057-13,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,,8871-88-120A,1,(FOR HIGH BACK TYPE),,unclear,high back vs non high back unknown
BI-057-14,BI,57,5700A-2,SEATS ('81 & '82) MODELS,88 130,"BACK (R), FRONT SEAT",FA07-88-130,1,(CLOTH-VELOUR) S & GS MODELS,,unclear,velour or vinyl trim; GS trim not recorded
BI-057-15,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,BLACK,00,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-057-16,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,RED,10,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-057-17,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,BROWN,70,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-057-18,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,,FA08-88-130,1,(VINYL) S & GS MODELS,,unclear,velour or vinyl trim; GS trim not recorded
BI-057-19,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,BLACK,00,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-057-20,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,BROWN,70,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-057-21,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,,FA09-88-130,1,(CLOTH-PLAID) GSL MODEL,,no,GSL MODEL
BI-057-22,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,BLACK,00,,,,no,GSL MODEL
BI-057-23,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,RED,10,,,,no,GSL MODEL
BI-057-24,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,BROWN,70,,,,no,GSL MODEL
BI-057-25,BI,57,5700A-2,SEATS ('81 & '82) MODELS,88 131,"TRIM (R), SEAT BACK",FA07-88-131,1,(CLOTH-VELOUR) S & GS MODELS,,unclear,velour or vinyl trim; GS trim not recorded
BI-057-26,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,BLACK,00,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-057-27,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,RED,10,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-057-28,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,BROWN,70,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-057-29,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,,FA08-88-131,1,(VINYL) S & GS MODELS,,unclear,velour or vinyl trim; GS trim not recorded
BI-057-30,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,BLACK,00,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-057-31,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,BROWN,70,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-057-32,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,,FA09-88-131,1,(CLOTH-PLAID) GSL MODEL,,no,GSL MODEL
BI-058-01,BI,58,5700A-3,SEATS ('81 & '82) MODELS,88 131 (CONT'D),BLACK,00,,,,no,GSL MODEL
BI-058-02,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,RED,10,,,,no,GSL MODEL
BI-058-03,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,BROWN,70,,,,no,GSL MODEL
BI-058-04,BI,58,5700A-3,SEATS ('81 & '82) MODELS,88 140B,"FRAME & PAD (R), BACK",FA02-88-140,1,(FOR NON HIGH BACK TYPE),,unclear,high back vs non high back unknown
BI-058-05,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,,8871-88-140,1,(FOR HIGH BACK TYPE),,unclear,high back vs non high back unknown
BI-058-06,BI,58,5700A-3,SEATS ('81 & '82) MODELS,88 151,"KNUCKLE (L), RECLINING",FA09-88-151,1,(USE W/ KNUCKLE COVER),,unclear,knuckle cover fitment unknown
BI-058-07,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,,8532-88-151,1,(USE W/O KNUCKLE COVER),,unclear,knuckle cover fitment unknown
BI-058-08,BI,58,5700A-3,SEATS ('81 & '82) MODELS,88 152,ADJUSTER NO. 3,F005-88-152,1,,,yes,
BI-058-09,BI,58,5700A-3,SEATS ('81 & '82) MODELS,88 153,ADJUSTER NO. 4,FA07-88-153,1,,,yes,
BI-058-10,BI,58,5700A-3,SEATS ('81 & '82) MODELS,88 160,"CUSHION (L), FRONT SEAT",FA07-88-160,1,(CLOTH-VELOUR) S & GS MODELS,,unclear,velour or vinyl trim; GS trim not recorded
BI-058-11,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,BLACK,00,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-058-12,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,RED,10,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-058-13,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,BROWN,70,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-058-14,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,,FA08-88-160,1,(VINYL) S & GS MODELS,,unclear,velour or vinyl trim; GS trim not recorded
BI-058-15,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,BLACK,00,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-058-16,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,BROWN,70,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-058-17,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,,FA09-88-160,1,(CLOTH-PLAID) GSL MODEL,,no,GSL MODEL
BI-058-18,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,BLACK,00,,,,no,GSL MODEL
BI-058-19,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,RED,10,,,,no,GSL MODEL
BI-058-20,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,BROWN,70,,,,no,GSL MODEL
BI-058-21,BI,58,5700A-3,SEATS ('81 & '82) MODELS,88 161,"TRIM (L), SEAT CUSHION",FA07-88-161,1,(CLOTH-VELOUR) S & GS MODELS,,unclear,velour or vinyl trim; GS trim not recorded
BI-058-22,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,BLACK,00,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-058-23,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,RED,10,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-058-24,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,BROWN,70,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-058-25,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,,FA08-88-161,1,(VINYL) S & GS MODELS,,unclear,velour or vinyl trim; GS trim not recorded
BI-058-26,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,BLACK,00,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-058-27,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,BROWN,70,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-058-28,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,,FA09-88-161,1,(CLOTH-PLAID) GSL MODEL,,no,GSL MODEL
BI-058-29,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,BLACK,00,,,,no,GSL MODEL
BI-058-30,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,RED,10,,,,no,GSL MODEL
BI-058-31,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,BROWN,70,,,,no,GSL MODEL
BI-058-32,BI,58,5700A-3,SEATS ('81 & '82) MODELS,88 166,"COVER (L), KNUCKLE",F007-88-170,1,(FOR NON HIGH BACK TYPE) '81 MODEL,,no,'81 MODEL
BI-058-33,BI,58,5700A-3,SEATS ('81 & '82) MODELS,,BLACK,00,,,,no,'81 MODEL
BI-059-01,BI,59,5700A-4,SEATS ('81 & '82) MODELS,88 166 (CONT'D),RED,10,,,,no,'81 MODEL
BI-059-02,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,BROWN,70,,,,no,'81 MODEL
BI-059-03,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,,8183-88-170,1,(FOR NON HIGH BACK TYPE) '82 MODEL,,unclear,'82; high back vs non high back unknown
BI-059-04,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,BLACK,00,,,,unclear,'82; high back vs non high back unknown
BI-059-05,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,RED,10,,,,unclear,'82; high back vs non high back unknown
BI-059-06,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,BROWN,70,,,,unclear,'82; high back vs non high back unknown
BI-059-07,BI,59,5700A-4,SEATS ('81 & '82) MODELS,88 170A,"FRAME & PAD (L), CUSHION",FA02-88-170,1,(FOR NON HIGH BACK TYPE),,unclear,high back vs non high back unknown
BI-059-08,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,,8871-88-170,1,(FOR HIGH BACK TYPE),,unclear,high back vs non high back unknown
BI-059-09,BI,59,5700A-4,SEATS ('81 & '82) MODELS,88 180,"BACK (L), FRONT SEAT",FA07-88-180,1,(CLOTH-VELOUR) S & GS MODELS,,unclear,velour or vinyl trim; GS trim not recorded
BI-059-10,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,BLACK,00,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-059-11,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,RED,10,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-059-12,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,BROWN,70,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-059-13,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,,FA08-88-180,1,(VINYL) S & GS MODELS,,unclear,velour or vinyl trim; GS trim not recorded
BI-059-14,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,BLACK,00,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-059-15,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,BROWN,70,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-059-16,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,,FA09-88-180,1,(CLOTH-PLAID) GSL MODEL,,no,GSL MODEL
BI-059-17,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,BLACK,00,,,,no,GSL MODEL
BI-059-18,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,RED,10,,,,no,GSL MODEL
BI-059-19,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,BROWN,70,,,,no,GSL MODEL
BI-059-20,BI,59,5700A-4,SEATS ('81 & '82) MODELS,88 181,"TRIM (L), SEAT BACK",FA07-88-131,1,(CLOTH-VELOUR) S & GS MODELS,,unclear,velour or vinyl trim; GS trim not recorded
BI-059-21,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,BLACK,00,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-059-22,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,RED,10,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-059-23,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,BROWN,70,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-059-24,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,,FA08-88-131,1,(VINYL) S & GS MODELS,,unclear,velour or vinyl trim; GS trim not recorded
BI-059-25,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,BLACK,00,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-059-26,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,BROWN,70,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-059-27,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,,FA09-88-181,1,(CLOTH-PLAID) GSL MODEL,,no,GSL MODEL
BI-059-28,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,BLACK,00,,,,no,GSL MODEL
BI-059-29,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,RED,10,,,,no,GSL MODEL
BI-059-30,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,BROWN,70,,,,no,GSL MODEL
BI-059-31,BI,59,5700A-4,SEATS ('81 & '82) MODELS,88 190,"FRAME & PAD (L), BACK",FA02-88-190,1,(FOR NON HIGH BACK TYPE),,unclear,high back vs non high back unknown
BI-059-32,BI,59,5700A-4,SEATS ('81 & '82) MODELS,,,8871-88-190,1,(FOR HIGH BACK TYPE),,unclear,high back vs non high back unknown
BI-061-01,BI,61,5700AA-1,SEATS ('83 MODEL),57 100,"SEAT (R), FRONT",FA07-57-100A,1,(CLOTH-VELOUR) S & GS MODELS,,no,'83 MODEL figure
BI-061-02,BI,61,5700AA-1,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure
BI-061-03,BI,61,5700AA-1,SEATS ('83 MODEL),,RED,11,,,,no,'83 MODEL figure
BI-061-04,BI,61,5700AA-1,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure
BI-061-05,BI,61,5700AA-1,SEATS ('83 MODEL),,,FA08-57-100A,1,(VINYL) S & GS MODELS,,no,'83 MODEL figure
BI-061-06,BI,61,5700AA-1,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure
BI-061-07,BI,61,5700AA-1,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure
BI-061-08,BI,61,5700AA-1,SEATS ('83 MODEL),,,FA09-57-100A,1,(CLOTH-PLAID) GSL MODEL,,no,'83 MODEL figure; GSL
BI-061-09,BI,61,5700AA-1,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure; GSL
BI-061-10,BI,61,5700AA-1,SEATS ('83 MODEL),,RED,11,,,,no,'83 MODEL figure; GSL
BI-061-11,BI,61,5700AA-1,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure; GSL
BI-061-12,BI,61,5700AA-1,SEATS ('83 MODEL),,,FA82-57-100,1,(LEATHER) GSL MODEL OPTION,,no,'83 MODEL figure; GSL option
BI-061-13,BI,61,5700AA-1,SEATS ('83 MODEL),,RED,10,,,,no,'83 MODEL figure; GSL option
BI-061-14,BI,61,5700AA-1,SEATS ('83 MODEL),,TAN,29,,,,no,'83 MODEL figure; GSL option
BI-061-15,BI,61,5700AA-1,SEATS ('83 MODEL),,BROWN,70,,,,no,'83 MODEL figure; GSL option
BI-061-16,BI,61,5700AA-1,SEATS ('83 MODEL),57 109,SCREW KNUCKLE,2155-57-109,8,,,no,'83 MODEL figure
BI-061-17,BI,61,5700AA-1,SEATS ('83 MODEL),57 150,"SEAT (L), FRONT",FA07-57-150A,1,(CLOTH-VELOUR) S & GS MODELS,,no,'83 MODEL figure
BI-061-18,BI,61,5700AA-1,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure
BI-061-19,BI,61,5700AA-1,SEATS ('83 MODEL),,RED,11,,,,no,'83 MODEL figure
BI-061-20,BI,61,5700AA-1,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure
BI-061-21,BI,61,5700AA-1,SEATS ('83 MODEL),,,FA08-57-150A,1,(VINYL) S & GS MODELS,,no,'83 MODEL figure
BI-061-22,BI,61,5700AA-1,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure
BI-061-23,BI,61,5700AA-1,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure
BI-061-24,BI,61,5700AA-1,SEATS ('83 MODEL),,,FA09-57-150A,1,(CLOTH-PLAID) S & GS MODELS,,no,'83 MODEL figure
BI-061-25,BI,61,5700AA-1,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure
BI-061-26,BI,61,5700AA-1,SEATS ('83 MODEL),,RED,11,,,,no,'83 MODEL figure
BI-061-27,BI,61,5700AA-1,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure
BI-061-28,BI,61,5700AA-1,SEATS ('83 MODEL),,,FA82-57-150,1,(LEATHER) GSL MODEL OPTION,,no,'83 MODEL figure; GSL option
BI-061-29,BI,61,5700AA-1,SEATS ('83 MODEL),,RED,10,,,,no,'83 MODEL figure; GSL option
BI-061-30,BI,61,5700AA-1,SEATS ('83 MODEL),,TAN,29,,,,no,'83 MODEL figure; GSL option
BI-061-31,BI,61,5700AA-1,SEATS ('83 MODEL),,BROWN,70,,,,no,'83 MODEL figure; GSL option
BI-061-32,BI,61,5700AA-1,SEATS ('83 MODEL),88 101,"KNUCKLE (R), RECLINING",8183-88-101,1,,,no,'83 MODEL figure
BI-061-33,BI,61,5700AA-1,SEATS ('83 MODEL),88 102,ADJUSTER NO. 1,8183-88-102,1,,,no,'83 MODEL figure
BI-061-34,BI,61,5700AA-1,SEATS ('83 MODEL),88 103,ADJUSTER NO. 2,F005-88-103,1,,,no,'83 MODEL figure
BI-062-01,BI,62,5700AA-2,SEATS ('83 MODEL),88 104A,"RESTRAINT, HEAD",FA07-88-104,2,(FOR CLOTH-VELOUR SEAT) S & GS MODELS,,no,'83 MODEL figure
BI-062-02,BI,62,5700AA-2,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure
BI-062-03,BI,62,5700AA-2,SEATS ('83 MODEL),,RED,11,,,,no,'83 MODEL figure
BI-062-04,BI,62,5700AA-2,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure
BI-062-05,BI,62,5700AA-2,SEATS ('83 MODEL),,,FA08-88-014,2,(FOR VINYL SEAT) S & GS MODELS,,no,'83 MODEL figure
BI-062-06,BI,62,5700AA-2,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure
BI-062-07,BI,62,5700AA-2,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure
BI-062-08,BI,62,5700AA-2,SEATS ('83 MODEL),,,FA09-88-104A,2,(FOR CLOTH-PLAID SEAT) GSL MODEL,,no,'83 MODEL figure; GSL
BI-062-09,BI,62,5700AA-2,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure; GSL
BI-062-10,BI,62,5700AA-2,SEATS ('83 MODEL),,RED,11,,,,no,'83 MODEL figure; GSL
BI-062-11,BI,62,5700AA-2,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure; GSL
BI-062-12,BI,62,5700AA-2,SEATS ('83 MODEL),88 105,BUSHING,8531-88-106,2,,,no,'83 MODEL figure
BI-062-13,BI,62,5700AA-2,SEATS ('83 MODEL),88 106,WASHER,8531-88-105,2,,,no,'83 MODEL figure
BI-062-14,BI,62,5700AA-2,SEATS ('83 MODEL),88 107A,"COVER, HINGE",8531-88-107,2,,,no,'83 MODEL figure
BI-062-15,BI,62,5700AA-2,SEATS ('83 MODEL),88 110,"CUSHION (R), FRONT SEAT",FA07-88-110A,1,(CLOTH-VELOUR) S & GS MODELS,,no,'83 MODEL figure
BI-062-16,BI,62,5700AA-2,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure
BI-062-17,BI,62,5700AA-2,SEATS ('83 MODEL),,RED,11,,,,no,'83 MODEL figure
BI-062-18,BI,62,5700AA-2,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure
BI-062-19,BI,62,5700AA-2,SEATS ('83 MODEL),,,FA08-88-110A,1,(VINYL) S & GS MODELS,,no,'83 MODEL figure
BI-062-20,BI,62,5700AA-2,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure
BI-062-21,BI,62,5700AA-2,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure
BI-062-22,BI,62,5700AA-2,SEATS ('83 MODEL),,,FA09-88-110A,1,(CLOTH-PLAID) GSL MODEL,,no,'83 MODEL figure; GSL
BI-062-23,BI,62,5700AA-2,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure; GSL
BI-062-24,BI,62,5700AA-2,SEATS ('83 MODEL),,RED,11,,,,no,'83 MODEL figure; GSL
BI-062-25,BI,62,5700AA-2,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure; GSL
BI-062-26,BI,62,5700AA-2,SEATS ('83 MODEL),88 111,"TRIM (R), SEAT CUSHION",FA07-88-111A,1,(CLOTH-VELOUR) S & GS MODELS,,no,'83 MODEL figure
BI-062-27,BI,62,5700AA-2,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure
BI-062-28,BI,62,5700AA-2,SEATS ('83 MODEL),,RED,11,,,,no,'83 MODEL figure
BI-062-29,BI,62,5700AA-2,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure
BI-062-30,BI,62,5700AA-2,SEATS ('83 MODEL),,,FA08-88-111A,1,(VINYL) S & GS MODELS,,no,'83 MODEL figure
BI-062-31,BI,62,5700AA-2,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure
BI-062-32,BI,62,5700AA-2,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure
BI-062-33,BI,62,5700AA-2,SEATS ('83 MODEL),,,FA09-88-111A,1,(CLOTH-PLAID) GSL MODEL,,no,'83 MODEL figure; GSL
BI-062-34,BI,62,5700AA-2,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure; GSL
BI-063-01,BI,63,5700AA-3,SEATS ('83 MODEL),88 111 (CONT'D),RED,11,,,,no,'83 MODEL figure; GSL
BI-063-02,BI,63,5700AA-3,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure; GSL
BI-063-03,BI,63,5700AA-3,SEATS ('83 MODEL),88 116,"COVER (R), KNUCKLE",8183-88-120,1,,,no,'83 MODEL figure
BI-063-04,BI,63,5700AA-3,SEATS ('83 MODEL),,BLACK,00,,,,no,'83 MODEL figure
BI-063-05,BI,63,5700AA-3,SEATS ('83 MODEL),,RED,10,,,,no,'83 MODEL figure
BI-063-06,BI,63,5700AA-3,SEATS ('83 MODEL),,TAN,29,,,,no,'83 MODEL figure
BI-063-07,BI,63,5700AA-3,SEATS ('83 MODEL),,BROWN,70,,,,no,'83 MODEL figure
BI-063-08,BI,63,5700AA-3,SEATS ('83 MODEL),88 117,"SCREW, KNUCKLE",1243-88-117,2,,,no,'83 MODEL figure
BI-063-09,BI,63,5700AA-3,SEATS ('83 MODEL),88 120A,"FRAME & PAD (R), CUSHION",FA09-88-120,1,,,no,'83 MODEL figure
BI-063-10,BI,63,5700AA-3,SEATS ('83 MODEL),88 130,"BACK (R), FRONT SEAT",FA07-88-130A,1,(CLOTH-VELOUR) S & GS MODELS,,no,'83 MODEL figure
BI-063-11,BI,63,5700AA-3,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure
BI-063-12,BI,63,5700AA-3,SEATS ('83 MODEL),,RED,11,,,,no,'83 MODEL figure
BI-063-13,BI,63,5700AA-3,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure
BI-063-14,BI,63,5700AA-3,SEATS ('83 MODEL),,,FA08-88-130A,1,(VINYL) S & GS MODELS,,no,'83 MODEL figure
BI-063-15,BI,63,5700AA-3,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure
BI-063-16,BI,63,5700AA-3,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure
BI-063-17,BI,63,5700AA-3,SEATS ('83 MODEL),,,FA09-88-130A,1,(CLOTH-PLAID) GSL MODEL,,no,'83 MODEL figure; GSL
BI-063-18,BI,63,5700AA-3,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure; GSL
BI-063-19,BI,63,5700AA-3,SEATS ('83 MODEL),,RED,11,,,,no,'83 MODEL figure; GSL
BI-063-20,BI,63,5700AA-3,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure; GSL
BI-063-21,BI,63,5700AA-3,SEATS ('83 MODEL),,,FA10-88-130A,1,(CLOTH-PLAID) GSL MODEL,,no,'83 MODEL figure; GSL
BI-063-22,BI,63,5700AA-3,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure; GSL
BI-063-23,BI,63,5700AA-3,SEATS ('83 MODEL),,RED,11,,,,no,'83 MODEL figure; GSL
BI-063-24,BI,63,5700AA-3,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure; GSL
BI-063-25,BI,63,5700AA-3,SEATS ('83 MODEL),88 131,"TRIM (R), SEAT BACK",FA07-88-131A,1,(CLOTH-VELOUR) S & GS MODELS,,no,'83 MODEL figure
BI-063-26,BI,63,5700AA-3,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure
BI-063-27,BI,63,5700AA-3,SEATS ('83 MODEL),,RED,11,,,,no,'83 MODEL figure
BI-063-28,BI,63,5700AA-3,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure
BI-063-29,BI,63,5700AA-3,SEATS ('83 MODEL),,,FA08-88-131A,1,(VINYL) S & GS MODELS,,no,'83 MODEL figure
BI-063-30,BI,63,5700AA-3,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure
BI-063-31,BI,63,5700AA-3,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure
BI-063-32,BI,63,5700AA-3,SEATS ('83 MODEL),,,FA09-88-131A,1,(CLOTH-PLAID) GSL MODEL,,no,'83 MODEL figure; GSL
BI-063-33,BI,63,5700AA-3,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure; GSL
BI-063-34,BI,63,5700AA-3,SEATS ('83 MODEL),,RED,11,,,,no,'83 MODEL figure; GSL
BI-063-35,BI,63,5700AA-3,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure; GSL
BI-064-01,BI,64,5700AA-4,SEATS ('83 MODEL),88 140A,"KNOB, LUMBAR SUPPORT",FA09-88-176,1,,,no,'83 MODEL figure
BI-064-02,BI,64,5700AA-4,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure
BI-064-03,BI,64,5700AA-4,SEATS ('83 MODEL),,RED,11,,,,no,'83 MODEL figure
BI-064-04,BI,64,5700AA-4,SEATS ('83 MODEL),,TAN,29,,,,no,'83 MODEL figure
BI-064-05,BI,64,5700AA-4,SEATS ('83 MODEL),,BROWN,71,,,,no,'83 MODEL figure
BI-064-06,BI,64,5700AA-4,SEATS ('83 MODEL),88 140B,"FRAME & PAD (R), BACK",FA09-88-140,1,,,no,'83 MODEL figure
BI-064-07,BI,64,5700AA-4,SEATS ('83 MODEL),88 151,"KNUCKLE (L), RECLINING",FA09-88-151,1,,,no,'83 MODEL figure
BI-064-08,BI,64,5700AA-4,SEATS ('83 MODEL),88 152,ADJUSTER NO. 3,F005-88-152,1,,,no,'83 MODEL figure
BI-064-09,BI,64,5700AA-4,SEATS ('83 MODEL),88 153,ADJUSTER NO. 4,FA07-88-153,1,,,no,'83 MODEL figure
BI-064-10,BI,64,5700AA-4,SEATS ('83 MODEL),88 160,"CUSHION (L), FRT. SEAT",FA07-88-160A,1,(CLOTH-VELOUR) S & GS MODELS,,no,'83 MODEL figure
BI-064-11,BI,64,5700AA-4,SEATS ('83 MODEL),,BLACK,01,,,,no,'83 MODEL figure
BI-064-12,BI,64,5700AA-4,SEATS ('83 MODEL),,RED,11,,,,no,'83 MODEL figure
